B306,1/14/15 Review,Bam_Name,Run,Library,Strain,Isotype,Latitude,Longitude,Location,FELIX DB LOC,Fastq Modifications,Original Fastq2,Library Prepareation Method
BGI3-RET5a-EG4724,ok,BGI3-RET5a-EG4724,BGI3,RET5a,EG4724,EG4724,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA39_d0ncdac-EG4724,ok,Princeton-ECA39_d0ncdac-EG4724,Princeton,ECA39_d0ncdac,EG4724,EG4724,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECAmp_c0g61ac-EG4724,ok,Princeton-ECAmp_c0g61ac-EG4724,Princeton,ECAmp_c0g61ac,EG4724,EG4724,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA37_d0ncdac-EG4724,rename,Princeton-ECA37_d0ncdac-EG4724,Princeton,ECA37_d0ncdac,EG4724,EG4724,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET2-EG4725,ok,BGI1-RET2-EG4725,BGI1,RET2,EG4725,EG4725,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-EG4725,ok,BGI2-RET2-EG4725,BGI2,RET2,EG4725,EG4725,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-EG4725,ok,BGI3-RET2a-EG4725,BGI3,RET2a,EG4725,EG4725,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L001-EG4725,ok,Uchicago-L001-EG4725,Uchicago,L001,EG4725,EG4725,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA39_d0ncdac-EG4725,ok,Princeton-ECA39_d0ncdac-EG4725,Princeton,ECA39_d0ncdac,EG4725,EG4725,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-EG4946,ok,BGI1-RET7-EG4946,BGI1,RET7,EG4946,EG4946,40.72596,-111.82184,"Salt Lake City, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-EG4946,ok,BGI2-RET7-EG4946,BGI2,RET7,EG4946,EG4946,40.72596,-111.82184,"Salt Lake City, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-EG4946,ok,BGI3-RET7a-EG4946,BGI3,RET7a,EG4946,EG4946,40.72596,-111.82184,"Salt Lake City, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA34Pool_c099uac-EG4946,rename,Princeton-ECA34Pool_c099uac-EG4946,Princeton,ECA34Pool_c099uac,EG4946,EG4946,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34Pool_d0mbhac-EG4946,rename,Princeton-ECA34Pool_d0mbhac-EG4946,Princeton,ECA34Pool_d0mbhac,EG4946,EG4946,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET6-GXW1,ok,BGI1-RET6-GXW1,BGI1,RET6,GXW1,GXW1,30.542889,114.419828,"Wuhan City, China",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-GXW1,ok,BGI2-RET6-GXW1,BGI2,RET6,GXW1,GXW1,30.542889,114.419828,"Wuhan City, China",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6b-GXW1,ok,BGI3-RET6b-GXW1,BGI3,RET6b,GXW1,GXW1,30.542889,114.419828,"Wuhan City, China",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-GXW1,ok,MMP-7028LAB_5-GXW1,MMP,7028LAB_5,GXW1,GXW1,30.542889,114.419828,"Wuhan China Guoxiu,  (China)",,None,,Sonication
MMP-B00B7AB_3-GXW1,ok,MMP-B00B7AB_3-GXW1,MMP,B00B7AB_3,GXW1,GXW1,30.542889,114.419828,"Wuhan China Guoxiu,  (China)",,None,,Sonication
MMP-C02D1AC_1-GXW1,ok,MMP-C02D1AC_1-GXW1,MMP,C02D1AC_1,GXW1,GXW1,30.542889,114.419828,"Wuhan China Guoxiu,  (China)",,None,,Sonication
MMP-D09NFAC_4-GXW1,ok,MMP-D09NFAC_4-GXW1,MMP,D09NFAC_4,GXW1,GXW1,30.542889,114.419828,"Wuhan China Guoxiu,  (China)",,None,,Sonication
MMP-D0A7EAC_1-GXW1,ok,MMP-D0A7EAC_1-GXW1,MMP,D0A7EAC_1,GXW1,GXW1,30.542889,114.419828,"Wuhan China Guoxiu,  (China)",,None,,Sonication
Princeton-ECA30_c02hkac-GXW1,ok,Princeton-ECA30_c02hkac-GXW1,Princeton,ECA30_c02hkac,GXW1,GXW1,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA30_c03b2ab-GXW1,ok,Princeton-ECA30_c03b2ab-GXW1,Princeton,ECA30_c03b2ab,GXW1,GXW1,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET2-JT11398,ok,BGI1-RET2-JT11398,BGI1,RET2,JT11398,JT11398,47.763944,-122.275484,"Lake Forest Park, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JT11398,ok,BGI2-RET2-JT11398,BGI2,RET2,JT11398,JT11398,47.763944,-122.275484,"Lake Forest Park, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-JT11398,ok,BGI3-RET2a-JT11398,BGI3,RET2a,JT11398,JT11398,47.763944,-122.275484,"Lake Forest Park, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L002-JT11398,ok,Uchicago-L002-JT11398,Uchicago,L002,JT11398,JT11398,47.763944,-122.275484,"Lake Forest Park, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU1088,ok,BGI1-RET3-JU1088,BGI1,RET3,JU1088,JU1088,34.7613,138.0149,"Kakegawa, Japan","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU1088,ok,BGI2-RET3-JU1088,BGI2,RET3,JU1088,JU1088,34.7613,138.0149,"Kakegawa, Japan","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-JU1088,ok,BGI3-RET3b-JU1088,BGI3,RET3b,JU1088,JU1088,34.7613,138.0149,"Kakegawa, Japan","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU1088,ok,MMP-7028LAB_5-JU1088,MMP,7028LAB_5,JU1088,JU1088,34.7613,138.0149,"Kakegawa ,  (Japan)","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",None,,Sonication
MMP-B00B7AB_3-JU1088,ok,MMP-B00B7AB_3-JU1088,MMP,B00B7AB_3,JU1088,JU1088,34.7613,138.0149,"Kakegawa ,  (Japan)","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",None,,Sonication
MMP-C02D1AC_1-JU1088,ok,MMP-C02D1AC_1-JU1088,MMP,C02D1AC_1,JU1088,JU1088,34.7613,138.0149,"Kakegawa ,  (Japan)","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",None,,Sonication
MMP-D09NFAC_4-JU1088,ok,MMP-D09NFAC_4-JU1088,MMP,D09NFAC_4,JU1088,JU1088,34.7613,138.0149,"Kakegawa ,  (Japan)","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",None,,Sonication
MMP-D0A7EAC_1-JU1088,ok,MMP-D0A7EAC_1-JU1088,MMP,D0A7EAC_1,JU1088,JU1088,34.7613,138.0149,"Kakegawa ,  (Japan)","Isolated by MAF from soil sampled on 14 March 2007 in the Kacho-en aviary in Kakegawa, Shizuoka prefecture, Japan. May not be independent from JU1083; was contaminated with a Microbacterium nematophilum-like phenotype (frozen in Q47). ",None,,Sonication
Rockman096-R096.4-JU1088,ok,Rockman096-R096.4-JU1088,Rockman096,R096.4,JU1088,JU1088,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET4-JU1172,ok,BGI1-RET4-JU1172,BGI1,RET4,JU1172,JU1172,-36.87,-73.04,"Concepcion, Chile","Isolated from a sample of soil (compost) in a pot with rotting tomatoes collected in April 2007 in Concepcion, Chile, in the Villuco area, 3 km SE of the town.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU1172,ok,BGI2-RET4-JU1172,BGI2,RET4,JU1172,JU1172,-36.87,-73.04,"Concepcion, Chile","Isolated from a sample of soil (compost) in a pot with rotting tomatoes collected in April 2007 in Concepcion, Chile, in the Villuco area, 3 km SE of the town.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU1172,ok,BGI3-RET4b-JU1172,BGI3,RET4b,JU1172,JU1172,-36.87,-73.04,"Concepcion, Chile","Isolated from a sample of soil (compost) in a pot with rotting tomatoes collected in April 2007 in Concepcion, Chile, in the Villuco area, 3 km SE of the town.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET2-JU1200,ok,BGI1-RET2-JU1200,BGI1,RET2,JU1200,JU1200,55.577,-4.6,"Dundonald, United Kingdom",Isolated by Tony Page from a compost heap sample recovered on 1 Aug 2007 in SouthWest Scotland 4°36.0’ West 55°34.6’ North.,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JU1200,ok,BGI2-RET2-JU1200,BGI2,RET2,JU1200,JU1200,55.577,-4.6,"Dundonald, United Kingdom",Isolated by Tony Page from a compost heap sample recovered on 1 Aug 2007 in SouthWest Scotland 4°36.0’ West 55°34.6’ North.,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-JU1200,ok,BGI3-RET2a-JU1200,BGI3,RET2a,JU1200,JU1200,55.577,-4.6,"Dundonald, United Kingdom",Isolated by Tony Page from a compost heap sample recovered on 1 Aug 2007 in SouthWest Scotland 4°36.0’ West 55°34.6’ North.,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA40_d0ncdac-JU1200,ok,Princeton-ECA40_d0ncdac-JU1200,Princeton,ECA40_d0ncdac,JU1200,JU1200,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECAmp_c0g61ac-JU1200,ok,Princeton-ECAmp_c0g61ac-JU1200,Princeton,ECAmp_c0g61ac,JU1200,JU1200,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA37_d0ncdac-JU1200,rename,Princeton-ECA37_d0ncdac-JU1200,Princeton,ECA37_d0ncdac,JU1200,JU1200,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET6-JU1212,ok,BGI1-RET6-JU1212,BGI1,RET6,JU1212,JU1212,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting arum stem collected on 24 Sep 07 behind the water reservoir in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-JU1212,ok,BGI2-RET6-JU1212,BGI2,RET6,JU1212,JU1212,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting arum stem collected on 24 Sep 07 behind the water reservoir in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-JU1212,ok,BGI3-RET6a-JU1212,BGI3,RET6a,JU1212,JU1212,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting arum stem collected on 24 Sep 07 behind the water reservoir in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET5-JU1213,ok,BGI1-RET5-JU1213,BGI1,RET5,JU1213,JU1213,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting apple collected on 24 Sep 07 in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU1213,ok,BGI2-RET5-JU1213,BGI2,RET5,JU1213,JU1213,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting apple collected on 24 Sep 07 in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-JU1213,ok,BGI3-RET5a-JU1213,BGI3,RET5a,JU1213,JU1213,48.71,-3.81,"Primel TrÃ©gastel, France","Isolated by MAF from a rotting apple collected on 24 Sep 07 in Primel, France. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU533,ok,MMP-7028LAB_5-JU533,MMP,7028LAB_5,JU533,JU1213,,,"Primel-Trigastrel, Finistere (France )","Isolated from compost heap in Primel-Trégastel (Finistère, France), 03 Oct 04. Picked as adult on 6 Oct 04.",None,,Sonication
MMP-B00B7AB_3-JU533,ok,MMP-B00B7AB_3-JU533,MMP,B00B7AB_3,JU533,JU1213,,,"Primel-Trigastrel, Finistere (France )","Isolated from compost heap in Primel-Trégastel (Finistère, France), 03 Oct 04. Picked as adult on 6 Oct 04.",None,,Sonication
MMP-C02D1AC_1-JU533,ok,MMP-C02D1AC_1-JU533,MMP,C02D1AC_1,JU533,JU1213,,,"Primel-Trigastrel, Finistere (France )","Isolated from compost heap in Primel-Trégastel (Finistère, France), 03 Oct 04. Picked as adult on 6 Oct 04.",None,,Sonication
MMP-D09NFAC_4-JU533,ok,MMP-D09NFAC_4-JU533,MMP,D09NFAC_4,JU533,JU1213,,,"Primel-Trigastrel, Finistere (France )","Isolated from compost heap in Primel-Trégastel (Finistère, France), 03 Oct 04. Picked as adult on 6 Oct 04.",None,,Sonication
MMP-D0A7EAC_1-JU533,ok,MMP-D0A7EAC_1-JU533,MMP,D0A7EAC_1,JU533,JU1213,,,"Primel-Trigastrel, Finistere (France )","Isolated from compost heap in Primel-Trégastel (Finistère, France), 03 Oct 04. Picked as adult on 6 Oct 04.",None,,Sonication
BGI1-RET4-JU1242,ok,BGI1-RET4-JU1242,BGI1,RET4,JU1242,JU1242,49.1269,1.9595,"Santeuil, France","Isolated from a small black slug collected in Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07 below the apple tree with apples #6&7. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU1242,ok,BGI2-RET4-JU1242,BGI2,RET4,JU1242,JU1242,49.1269,1.9595,"Santeuil, France","Isolated from a small black slug collected in Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07 below the apple tree with apples #6&7. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU1242,ok,BGI3-RET4b-JU1242,BGI3,RET4b,JU1242,JU1242,49.1269,1.9595,"Santeuil, France","Isolated from a small black slug collected in Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07 below the apple tree with apples #6&7. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU1246,ok,BGI1-RET3-JU1246,BGI1,RET3,JU1246,JU1246,49.12618,1.96152,"Santeuil, France","Isolated from a rotting apple (#14) collected above Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07. Egl adult on 15 Oct. Bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU1246,ok,BGI2-RET3-JU1246,BGI2,RET3,JU1246,JU1246,49.12618,1.96152,"Santeuil, France","Isolated from a rotting apple (#14) collected above Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07. Egl adult on 15 Oct. Bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-JU1246,ok,BGI3-RET3b-JU1246,BGI3,RET3b,JU1246,JU1246,49.12618,1.96152,"Santeuil, France","Isolated from a rotting apple (#14) collected above Santeuil, Viosne valley, Val d’Oise, on 14 Oct 07. Egl adult on 15 Oct. Bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-JU1395,ok,BGI2-RET6-JU1395,BGI2,RET6,JU1395,JU1395,47.2199,0.04619,"Saut-aux-Loups, France",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-JU1395,ok,BGI3-RET6a-JU1395,BGI3,RET6a,JU1395,JU1395,47.2199,0.04619,"Saut-aux-Loups, France",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET4-JU1400,ok,BGI1-RET4-JU1400,BGI1,RET4,JU1400,JU1400,37.3845,-5.988,"Sevilla, Spain","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU1400,ok,BGI2-RET4-JU1400,BGI2,RET4,JU1400,JU1400,37.3845,-5.988,"Sevilla, Spain","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4a-JU1400,ok,BGI3-RET4a-JU1400,BGI3,RET4a,JU1400,JU1400,37.3845,-5.988,"Sevilla, Spain","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU1400,ok,MMP-7028LAB_5-JU1400,MMP,7028LAB_5,JU1400,JU1400,37.3845,-5.988,"Seville, Andalucia (Spain)","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",None,,Sonication
MMP-B00B7AB_3-JU1400,ok,MMP-B00B7AB_3-JU1400,MMP,B00B7AB_3,JU1400,JU1400,37.3845,-5.988,"Seville, Andalucia (Spain)","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",None,,Sonication
MMP-C02D1AC_1-JU1400,ok,MMP-C02D1AC_1-JU1400,MMP,C02D1AC_1,JU1400,JU1400,37.3845,-5.988,"Seville, Andalucia (Spain)","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",None,,Sonication
MMP-D09NFAC_4-JU1400,ok,MMP-D09NFAC_4-JU1400,MMP,D09NFAC_4,JU1400,JU1400,37.3845,-5.988,"Seville, Andalucia (Spain)","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",None,,Sonication
MMP-D0A7EAC_1-JU1400,ok,MMP-D0A7EAC_1-JU1400,MMP,D0A7EAC_1,JU1400,JU1400,37.3845,-5.988,"Seville, Andalucia (Spain)","Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.",None,,Sonication
Princeton-ECA33_c045gab-JU1400,rename,Princeton-ECA33_c045gab-JU1400,Princeton,ECA33_c045gab,JU1400,JU1400,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-JU1409,ok,BGI1-RET5-JU1409,BGI1,RET5,JU1409,JU1409,37.468,-5.637,"Carmona, Spain",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU1409,ok,BGI2-RET5-JU1409,BGI2,RET5,JU1409,JU1409,37.468,-5.637,"Carmona, Spain",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-JU1409,ok,BGI3-RET5a-JU1409,BGI3,RET5a,JU1409,JU1409,37.468,-5.637,"Carmona, Spain",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU1401,ok,MMP-7028LAB_5-JU1401,MMP,7028LAB_5,JU1401,JU1409,,,"Carmona, Andalucia (Spain)","Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.",None,,Sonication
MMP-B00B7AB_3-JU1401,ok,MMP-B00B7AB_3-JU1401,MMP,B00B7AB_3,JU1401,JU1409,,,"Carmona, Andalucia (Spain)","Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.",None,,Sonication
MMP-C02D1AC_1-JU1401,ok,MMP-C02D1AC_1-JU1401,MMP,C02D1AC_1,JU1401,JU1409,,,"Carmona, Andalucia (Spain)","Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.",None,,Sonication
MMP-D09NFAC_4-JU1401,ok,MMP-D09NFAC_4-JU1401,MMP,D09NFAC_4,JU1401,JU1409,,,"Carmona, Andalucia (Spain)","Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.",None,,Sonication
MMP-D0A7EAC_1-JU1401,ok,MMP-D0A7EAC_1-JU1401,MMP,D0A7EAC_1,JU1401,JU1409,,,"Carmona, Andalucia (Spain)","Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.",None,,Sonication
Princeton-ECA41_d0ncdac-JU1409,ok,Princeton-ECA41_d0ncdac-JU1409,Princeton,ECA41_d0ncdac,JU1409,JU1409,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-EA68-JU1409,rename,Princeton-EA68-JU1409,Princeton,EA68,JU1409,JU1409,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI2-RET6-JU1440,ok,BGI2-RET6-JU1440,BGI2,RET6,JU1440,JU1440,41.41307,2.15231,"Barcelona, Spain","Isolated from rotting palm fruit sampled by MAF on 9 June 2008 in the Park Guëll, Barcelona, Spain. Picked as young adult on 11 June 2008.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-JU1440,ok,BGI3-RET6a-JU1440,BGI3,RET6a,JU1440,JU1440,41.41307,2.15231,"Barcelona, Spain","Isolated from rotting palm fruit sampled by MAF on 9 June 2008 in the Park Guëll, Barcelona, Spain. Picked as young adult on 11 June 2008.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L001-JU1440,ok,Uchicago-L001-JU1440,Uchicago,L001,JU1440,JU1440,41.41307,2.15231,"Barcelona, Spain","Isolated from rotting palm fruit sampled by MAF on 9 June 2008 in the Park Guëll, Barcelona, Spain. Picked as young adult on 11 June 2008.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU1491,ok,BGI1-RET3-JU1491,BGI1,RET3,JU1491,JU1491,46.63,1.06,"Le Blanc, France","Isolated from rotting Arum maculata stems sampled on 17 Aug 2008 by MAF in woods near Le Blanc (Indre, France). Plated on 18 Aug, picked as a L4 larva on 18 Aug.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU1491,ok,BGI2-RET3-JU1491,BGI2,RET3,JU1491,JU1491,46.63,1.06,"Le Blanc, France","Isolated from rotting Arum maculata stems sampled on 17 Aug 2008 by MAF in woods near Le Blanc (Indre, France). Plated on 18 Aug, picked as a L4 larva on 18 Aug.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3a-JU1491,ok,BGI3-RET3a-JU1491,BGI3,RET3a,JU1491,JU1491,46.63,1.06,"Le Blanc, France","Isolated from rotting Arum maculata stems sampled on 17 Aug 2008 by MAF in woods near Le Blanc (Indre, France). Plated on 18 Aug, picked as a L4 larva on 18 Aug.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA35_c099uac-JU1491,ok,Princeton-ECA35_c099uac-JU1491,Princeton,ECA35_c099uac,JU1491,JU1491,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA35_d0mbhac-JU1491,ok,Princeton-ECA35_d0mbhac-JU1491,Princeton,ECA35_d0mbhac,JU1491,JU1491,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-JU1530,ok,BGI1-RET7-JU1530,BGI1,RET7,JU1530,JU1530,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O21 (tree “Wealthy”, like O20), sampled in the Orsay orchard on 9 Sep 2008 ca. 14:00, plated ca. 18:00, picked as adult ca. 20:00.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU1530,ok,BGI2-RET7-JU1530,BGI2,RET7,JU1530,JU1530,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O21 (tree “Wealthy”, like O20), sampled in the Orsay orchard on 9 Sep 2008 ca. 14:00, plated ca. 18:00, picked as adult ca. 20:00.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
